src,dst,weight
594,4465,1.057090
594,19985,0.582480
594,1545,1.013933
594,780,0.635596
594,14236,0.558598
594,740,1.103914
594,19986,1.043923
594,19987,0.530705
594,926,1.337065
594,19988,1.495484
594,20187,1.480789
594,20189,1.497878
594,20190,1.317780
594,714,1.382172
594,20191,0.876289
594,8877,1.289135
594,20193,1.282545
594,17402,1.065724
594,20195,1.152609
594,20196,1.483451
594,20197,0.970668
594,19165,0.712515
594,20198,0.534832
594,1111,0.842470
594,16306,1.435086
594,9412,1.008394
594,1794,1.406773
594,20199,1.101508
594,12248,1.480273
594,17898,1.442825
595,19,1.261561
595,67,1.331619
595,58,1.230702
595,73,1.026629
595,241,1.452758
595,503,0.664605
595,487,1.487950
595,681,0.515184
595,613,1.261536
595,8944,1.184414
595,17341,0.930650
595,8400,1.008295
595,1503,0.803561
595,3460,1.240617
595,1239,1.163263
595,7093,0.990370
595,1449,0.578003
595,4594,0.851656
595,2881,0.724186
595,17736,1.096510
595,1406,0.599400
595,20732,1.365402
595,1451,1.087821
595,1219,0.811770
595,5145,1.353485
595,3091,0.716122
595,14607,1.093812
595,3420,1.244230
595,19874,1.213525
595,1060,0.631219
595,3178,0.773044
595,19736,0.782007
595,20730,1.293192
595,20725,1.072947
595,2902,1.415382
595,18123,0.848519
595,20341,1.078030
595,763,0.882121
595,6497,1.282534
595,756,0.573848
595,564,0.755684
595,13483,1.074002
595,1274,0.675022
595,3556,0.668025
595,605,1.488701
595,6660,0.639887
595,13332,1.375133
595,20598,1.107293
595,12249,0.564375
595,17677,1.226969
595,11439,0.924658
595,1629,0.897270
595,20437,0.738633
595,20599,0.833477
595,12102,0.931505
595,819,1.282794
595,20729,1.264344
595,1554,1.162560
595,832,1.106029
595,20596,0.793758
595,20446,0.727264
595,1576,0.600909
595,20344,0.577746
595,20116,1.137369
595,17591,0.780600
595,3378,0.625873
595,6277,0.913549
595,1185,0.815793
595,14133,0.560987
595,12468,1.058935
595,20726,0.998400
595,17074,1.467131
595,19464,1.019689
595,1231,1.241740
595,3139,0.564955
595,3527,0.961390
595,20447,1.048641
595,17782,1.349535
595,14677,1.470783
595,20728,0.838036
595,20597,1.043443
595,3092,0.888394
595,984,0.506422
595,3651,1.183626
595,1228,0.507953
595,14629,1.076856
595,11994,0.968781
595,21249,1.314114
595,17781,1.026275
595,21252,1.085215
595,2976,0.548014
595,21255,1.134519
595,11596,1.183192
595,21257,1.417110
595,17933,0.593127
595,13010,1.396890
595,3411,1.167211
595,2917,0.667281
595,12248,1.053079
595,8226,1.319379
595,15196,1.442482
595,1298,0.906838
595,21358,1.464978
595,20474,1.331830
595,21359,1.332973
595,2528,1.010983
595,8066,1.292853
595,761,1.254870
595,2145,0.836026
595,12065,0.671020
595,2522,1.383553
595,2238,1.496669
595,19997,1.147493
595,21365,0.544366
595,9512,1.061650
595,21367,1.307120
595,21369,0.523821
596,19,0.532676
596,512,1.436933
596,165,1.235342
596,617,0.592283
596,21490,1.079932
596,12227,0.506315
596,18969,0.710645
596,16306,0.976903
596,21514,1.459428
596,21516,0.862945
596,21483,1.195455
596,21488,1.347743
596,12713,1.091674
596,11994,1.433379
596,2814,1.181116
596,21529,0.581567
596,20450,0.654166
596,669,1.343491
596,21482,0.791335
596,78,0.854019
596,21523,1.409390
596,14212,1.452534
596,2720,1.362980
596,12812,0.507720
596,11615,0.764547
596,20127,1.182478
596,8463,0.987195
596,11413,0.555502
596,21518,1.308611
596,20094,0.974492
596,10104,1.110122
596,20077,1.043119
596,1740,0.833118
596,21624,0.607611
597,19,1.386526
597,20150,0.543994
597,21909,1.056331
597,22050,0.958682
597,22053,1.117520
597,21912,0.753904
597,18032,0.516369
597,22095,1.235626
597,22052,1.204310
597,7968,1.311371
597,15855,0.910847
597,22093,1.011682
597,22054,1.180164
597,22087,1.491292
597,19885,1.305498
597,22051,0.631236
597,21920,1.101200
597,21923,0.563226
597,22198,0.546507
597,21819,0.886540
597,22094,1.149896
597,22100,0.628492
597,22186,1.426471
597,22188,0.562432
597,21816,0.673973
597,19624,0.788783
597,21910,0.940626
597,16059,1.210010
597,22086,1.411237
597,14334,1.186275
597,18744,1.372914
597,22195,0.796194
597,21829,0.763410
597,21911,1.457159
597,21916,1.331230
597,21825,0.863210
597,22096,1.207682
597,20080,0.683820
597,22196,1.082981
597,22044,1.034960
597,21827,0.609451
597,22184,0.575177
597,17698,0.509674
597,22194,1.139867
597,22088,0.571608
597,22092,0.884152
597,22097,0.771609
597,22099,1.160563
597,21915,0.648443
597,22199,1.199724
597,22193,1.106378
597,21823,0.831230
597,21818,0.879876
597,1644,1.087365
597,22191,1.429739
597,21922,0.631317
597,21914,1.030057
597,12176,0.906951
597,22091,0.952994
597,2870,1.094137
597,22040,1.304608
597,22043,1.014931
597,22090,1.096969
597,21814,1.001651
597,19314,0.651940
597,17441,1.297376
597,22055,1.339319
597,22047,1.258422
597,15802,1.006485
597,21821,0.869708
597,22045,1.169201
597,17614,0.703526
597,20120,1.473618
597,14648,0.669538
597,21921,1.135245
597,21913,0.743548
597,15853,1.377331
597,21919,0.880142
597,21817,1.439740
597,17606,0.858266
597,19613,1.124502
597,22039,1.149470
597,21924,0.592815
597,22041,1.193921
597,22049,1.425479
597,22048,1.340699
597,17631,0.941773
597,22042,0.507275
597,22719,1.243432
597,7733,1.373552
597,22720,0.563660
597,15977,1.275148
597,21481,0.517928
597,22721,1.441795
597,22722,1.234995
597,8607,1.301938
597,22723,0.643919
597,22724,0.946237
597,22725,1.354512
597,22726,0.823136
597,20220,0.790401
597,16835,1.320066
597,20444,0.914613
597,22838,0.840024
597,22839,1.015740
597,22840,0.976804
597,22841,0.811169
598,19,0.544563
598,79,0.740688
598,86,1.376060
598,148,0.677212
598,301,1.201455
598,531,0.601140
598,610,1.005071
598,590,1.449427
598,487,0.727485
598,681,1.355091
598,724,1.486361
598,714,0.848209
598,628,0.882077
598,655,1.215946
598,585,1.256065
598,7871,0.872340
598,5696,1.211220
598,23561,0.670822
598,4686,0.812779
598,23560,0.854637
598,23647,1.292876
598,576,0.928211
598,3733,1.184349
598,8761,1.024223
598,12340,1.143172
598,614,0.554210
598,17647,0.853997
598,16493,0.979486
598,8750,0.953128
598,3088,0.812596
598,23135,0.921150
598,600,0.864014
598,3763,1.043283
598,23352,0.673791
598,1093,1.246088
598,4141,1.131276
598,23353,0.732946
598,23643,0.569127
598,15341,0.722370
598,17483,1.056020
598,637,1.328734
598,22950,1.211306
598,23153,0.806181
598,3556,1.132958
598,23562,0.806791
598,4715,1.219390
598,22652,0.872059
598,19745,0.706254
598,911,1.424582
598,23350,1.357496
598,22957,1.340842
598,22958,1.412507
598,23140,1.172133
598,1393,0.960063
598,23565,0.549599
598,16720,1.015313
598,663,0.691704
598,22960,1.492407
598,9898,0.762042
598,428,0.533059
598,16907,1.170495
598,23329,0.618271
598,23646,0.725855
598,4989,1.338381
598,17504,0.642993
598,17607,1.366958
598,17692,1.077036
598,926,0.717032
598,23147,1.265331
598,21748,0.890117
598,583,1.468702
598,572,0.556689
598,4035,0.559544
598,8576,0.846903
598,127,1.355139
598,23592,1.142469
598,22948,0.841462
598,23563,1.426010
598,4827,1.093679
598,24396,1.306223
598,5146,1.068061
598,4313,1.456856
598,24397,0.639547
598,5081,1.090766
598,1699,1.268296
598,25390,0.782043
598,5736,0.561456
598,2232,0.810487
598,4539,1.077414
598,20895,0.762165
598,25468,1.139975
598,14386,0.731476
598,25470,1.484204
598,17492,1.149641
598,4129,1.420307
598,25472,0.662582
598,25473,0.846035
598,8450,0.883412
598,134,1.186905
598,20652,0.706333
598,25477,0.862067
598,25479,0.899974
598,5484,0.933347
598,14081,1.116943
598,2,1.018793
598,4192,0.719771
598,12249,1.281182
598,25530,1.059652
598,1202,0.738469
598,23743,0.891488
598,25531,0.712384
599,19,1.360652
599,587,1.436293
599,2015,1.224624
599,7858,1.278472
599,11769,0.697373
599,14117,1.408559
599,15574,1.139530
599,16896,0.852847
599,17880,0.839186
599,18171,0.515810
599,21683,1.362694
599,32132,0.770008
599,45516,0.866995
599,72867,1.352299
599,77689,1.172854
599,151717,1.487234
599,244241,0.858356
599,272740,1.164247
599,278299,1.317127
599,500750,1.301808
599,621372,0.653140
599,651442,1.194677
599,858761,1.095455
600,19,1.358967
600,62,1.394593
600,135,1.203154
600,143,0.916775
600,529,1.449367
600,590,1.304226
600,628,1.485784
600,655,0.929086
600,598,0.581402
600,1250,0.690974
600,1166,1.495436
600,2582,1.374756
600,3331,0.672585
600,5616,1.059149
600,5399,1.115222
600,8651,1.172429
600,9133,0.841605
600,14490,0.521791
600,16323,1.420830
600,25223,1.088912
600,25565,1.257283
600,26062,1.440097
600,28237,1.125100
600,29947,1.190862
600,31942,0.827630
600,44999,0.675924
600,47531,0.659783
600,473477,1.352675
601,19,0.563032
601,483,0.813845
601,636,0.514700
601,487,1.307682
601,613,1.401618
601,621,0.970057
601,582,0.795778
601,625,1.372250
601,2507,0.749274
601,11238,1.278708
601,11571,0.875668
601,13776,1.001185
601,15274,1.017538
601,16528,0.537914
601,17284,1.082834
601,17285,1.347093
601,17775,0.815874
601,17563,1.200877
601,18710,0.516572
601,18702,0.613394
601,19053,1.396595
601,19277,0.632625
601,19061,0.942796
601,25065,1.482632
601,27165,1.065402
601,28441,0.570742
601,38655,1.038417
601,41645,1.486897
601,50105,0.910184
601,50633,0.837409
601,74659,0.957878
601,190080,1.468269
601,232794,0.813956
601,406170,1.033769
601,478964,1.393143
602,19,0.597744
602,83,0.760278
602,588,0.578740
602,594,0.661533
602,1262,1.146355
602,1693,1.186990
602,1545,0.905228
602,2350,1.496992
602,3936,1.227430
602,4619,0.949688
602,5809,0.879730
602,6621,0.953580
602,12286,1.437555
602,14992,0.955724
602,14910,1.003005
602,17892,1.043119
602,18279,1.220601
602,18447,1.123925
602,20747,1.152946
602,21132,0.586639
602,23511,1.394584
602,23708,1.458660
602,26896,0.733650
602,37769,0.708514
602,39241,1.042709
602,75355,0.741101
602,80304,1.243704
602,200977,0.527855
602,201245,1.241259
602,228386,0.750881
602,243947,1.459271
602,243945,0.800767
602,1096090,0.822336
603,19,1.394084
603,288,0.857092
603,424,0.547674
603,612,0.689208
603,3881,0.748834
603,4483,0.901659
603,6369,0.642372
603,9811,1.123556
603,14235,0.957998
603,17289,0.664141
603,17293,0.512846
603,20552,0.893621
603,20411,0.867589
603,30245,0.938349
603,39818,1.310105
603,115206,1.241636
603,115752,1.229386
603,121865,1.132660
603,260750,0.587235
603,908014,0.936616
603,1380057,0.661619
604,19,1.119580
604,813,0.767741
604,888,1.082163
604,571,0.805967
604,793,0.536577
604,1356,1.410219
604,1745,1.243378
604,1691,0.800790
604,3582,0.579563
604,4521,1.312133
604,8063,0.970972
604,10065,1.496537
604,12287,1.012976
604,12924,0.749751
604,14961,0.765547
604,15800,1.379397
604,16530,0.897565
604,17627,0.905925
604,18480,0.822255
604,19345,0.770888
604,21523,0.666848
604,22552,1.180711
604,22567,1.365804
604,22896,1.062627
604,23085,0.973582
604,23453,0.946264
604,29442,0.807206
604,31919,0.746178
604,33911,1.427592
604,34024,0.674037
604,34073,1.255170
604,34074,0.649055
604,34148,1.403488
604,34802,1.485544
604,35088,0.583847
604,35094,0.519127
604,56454,1.265919
604,71869,1.159374
604,81904,0.720361
604,85453,0.581220
604,100225,0.789128
604,101662,0.689277
604,148981,0.968954
604,184834,0.940073
604,205081,0.766053
604,273416,1.007800
605,19,1.063179
605,25,0.910415
605,67,1.339513
605,512,1.329387
605,613,1.168958
605,594,1.493110
605,582,1.062391
605,740,0.840717
605,595,1.013688
605,784,1.144118
605,904,0.584373
605,763,1.118527
605,780,0.510536
605,1219,1.127086
605,974,1.491327
605,1239,1.476432
605,1226,1.147989
605,1025,0.789120
605,1274,0.987723
605,2145,0.616116
605,2233,1.374916
605,2782,0.964132
605,2959,1.099742
605,3093,1.338785
605,3000,0.947929
605,3092,0.957637
605,4493,1.099747
605,5755,1.312889
605,6351,1.070535
605,7563,1.120424
605,11405,1.429392
605,11332,0.780226
605,11521,0.985510
605,12746,0.562957
605,12760,1.280607
605,14240,0.757872
605,14221,1.358237
605,14886,1.227097
605,15042,1.132155
605,14941,1.194740
605,16312,1.332347
605,16528,1.210406
605,17074,0.872928
605,17064,0.763577
605,17782,0.903480
605,17563,1.211493
605,18240,1.225013
605,18448,0.523179
605,18330,1.116352
605,19463,0.947462
605,19941,0.944497
605,19767,1.217068
605,20449,0.750502
605,20885,0.813609
605,20900,0.520695
605,21483,0.683110
605,22021,0.809726
605,23148,0.685570
605,23150,1.264694
605,23050,1.031876
605,23479,0.977108
605,23650,1.236452
605,27745,1.467967
605,47182,1.363349
605,48861,1.260454
605,78904,1.150144
605,80721,1.452894
605,81853,0.906242
605,235133,1.289445
605,276467,1.188836
606,19,1.417581
606,612,1.409149
606,613,1.094161
606,582,0.578122
606,1191,0.588220
606,1262,1.050083
606,1223,0.570596
606,1214,1.329250
606,1275,1.043524
606,3977,0.778275
606,4134,0.906277
606,4136,0.637288
606,4699,0.653082
606,5282,0.709351
606,6407,0.829100
606,8555,0.998463
606,12062,1.223710
606,14689,0.655096
606,15943,0.571271
606,23347,0.970740
606,28142,1.039142
606,28603,0.949070
606,30910,1.004623
606,37201,1.001511
606,48710,1.355933
606,48743,0.536609
606,60650,1.412523
606,89246,0.546875
606,96795,0.744394
606,256652,0.900251
606,527689,1.230261
607,19,1.371228
607,12333,0.691284
607,3372,1.027531
607,5079,0.524189
607,15886,0.747612
607,15750,1.475294
607,13422,1.335972
607,12715,0.628805
607,7301,1.023557
607,15807,1.086580
607,15948,1.272506
607,15740,1.470912
607,15811,1.254982
607,12649,0.677543
607,4211,0.942841
607,15951,1.174462
607,12814,1.159624
607,15809,0.749608
607,15757,1.344624
607,15749,0.806138
607,3523,0.591523
607,9905,0.830727
607,13199,1.090365
607,3871,1.185181
607,15869,0.943010
607,11284,1.050277
607,1075,0.858615
607,3337,1.140499
607,15863,1.000087
607,7162,0.750991
607,15882,0.584668
607,15887,1.413488
607,12650,0.848021
607,15884,0.699091
607,3745,0.665510
607,15747,1.228644
607,15947,0.815721
607,487,1.018206
607,15745,1.276698
607,11534,0.794259
607,15759,0.894317
607,15890,0.554299
607,15866,0.752717
607,15862,1.042453
607,11575,1.251627
607,15473,1.461888
607,15945,1.241198
607,12056,0.582549
607,5517,1.037175
607,16293,1.328707
607,16294,1.034072
607,675,0.757542
607,16295,0.956320
607,16296,1.194178
607,16297,1.002268
607,16298,1.281146
607,16304,0.925497
607,16305,1.035513
608,19,0.728591
608,25,1.491242
608,114,0.721129
608,115,0.505972
608,681,0.837389
608,802,1.089187
608,832,1.489077
608,786,0.535188
608,916,0.697703
608,734,0.839458
608,1112,1.170222
608,1128,0.950613
608,793,0.523662
608,1250,0.620940
608,1880,0.696110
608,1699,0.675849
608,2038,1.412466
608,2323,0.728298
608,2943,1.110323
608,4949,0.700802
608,5616,1.386742
608,6160,1.458393
608,11150,1.453715
608,13710,1.107853
608,15154,0.650452
608,15660,0.814053
608,15643,0.520666
608,16491,0.615521
608,17910,1.057123
608,18320,0.793971
608,18603,1.315400
608,19132,0.970446
608,19241,0.771422
608,19137,0.513168
608,20026,0.897111
608,20450,1.127429
608,22003,0.581728
608,22370,0.741107
608,23542,0.692928
608,24105,0.513115
608,25697,1.195993
608,26387,1.459921
608,26639,1.200176
608,27102,0.540126
608,27697,1.425030
608,32629,0.998495
608,44827,1.152224
608,44830,0.644151
608,69588,1.342051
608,95969,0.636527
608,102427,0.537527
608,102689,1.259833
608,109966,1.140770
608,112733,0.554557
608,146614,1.171661
608,187493,1.482882
608,266530,0.793037
608,300622,1.155498
608,359156,0.798375
608,362283,1.292685
608,397176,1.360710
608,490331,1.212482
609,19,0.669466
609,101,1.079114
609,1375,1.399797
609,1032,1.057504
609,6191,1.219926
609,6768,1.418753
609,11313,1.020463
609,11320,0.985824
609,12993,0.836847
609,13649,0.589213
609,13938,1.165338
609,14063,1.460848
609,14929,1.046640
609,14801,1.151565
609,15758,0.764846
609,15914,1.012776
609,16219,1.427920
609,15795,1.190202
609,19773,0.954129
609,19989,0.539264
609,23126,0.967037
609,25294,0.680617
609,25295,1.126420
609,25869,1.429363
609,30355,0.784867
609,30672,1.418499
609,34875,1.018371
609,36320,1.112728
609,36363,0.681680
609,36322,0.831854
609,36192,1.419742
609,36366,1.326082
609,36324,1.209413
609,36201,0.755319
609,36194,1.249064
609,36328,0.906174
609,36371,1.178288
609,36460,0.743671
609,36464,0.935618
609,36331,1.124632
609,39383,0.861441
609,39862,1.252709
609,40985,1.176728
609,44273,0.630925
609,55387,0.731973
609,55388,0.899166
609,56322,0.972596
609,66837,1.230257
609,72364,0.685419
609,80721,1.068663
609,81412,1.282358
609,110446,0.855814
609,110953,1.410292
609,129623,1.394952
609,137526,0.629345
609,202465,0.706834
609,224889,1.078956
609,242135,0.965773
609,251907,0.872335
609,254639,1.255096
609,358201,1.026064
609,404794,1.419451
609,502800,1.307941
609,554130,0.768406
609,637159,0.504492
609,799247,1.486488
610,19,0.850228
610,79,0.603159
610,57,0.662345
610,100,0.967908
610,101,0.525363
610,590,1.095435
610,681,0.850889
610,628,1.082615
610,655,0.723211
610,585,0.835686
610,598,1.277359
610,1166,0.750143
610,1718,1.411078
610,1764,0.503482
610,1934,0.770401
610,2522,0.935075
610,2874,1.266174
610,3139,1.325338
610,3728,1.168246
610,6576,0.509272
610,7644,1.361229
610,7741,0.917935
610,14339,1.490735
610,14627,0.797535
610,15264,0.877687
610,15348,1.470343
610,15392,1.018611
610,15349,0.946220
610,15460,1.087121
610,15346,1.477828
610,15404,1.237453
610,15391,1.269504
610,15549,0.787887
610,15540,0.508374
610,16805,0.785660
610,16910,0.927151
610,17028,1.265310
610,16905,0.810997
610,16822,0.772963
610,21473,0.650834
610,24366,1.348850
610,120197,0.827183
611,19,0.687640
611,79,0.687020
611,332,1.103148
611,588,0.644330
611,617,0.606862
611,612,1.030700
611,582,1.122178
611,819,0.593120
611,862,0.998921
611,1270,1.181332
611,1491,0.938100
611,1672,1.192882
611,2390,1.329619
611,3385,0.639326
611,7296,1.039406
611,7915,1.225469
611,8383,1.433765
611,11862,1.192883
611,14547,0.571668
611,14710,0.649824
611,16528,0.509372
611,19764,1.343254
611,19809,0.741845
611,24317,1.174234
611,25867,0.945768
611,32617,1.057912
611,33563,1.355222
611,39206,1.406300
611,158206,0.767802
611,205080,0.664031
611,330695,0.925913
612,19,0.940347
612,140,0.555105
612,588,1.225822
612,17293,1.299392
612,564,1.065642
612,17350,1.336136
612,11339,1.006143
612,11492,1.385116
612,1060,0.608975
612,613,1.033058
612,15394,1.398306
612,4135,1.475786
612,625,0.827204
612,11994,0.523490
612,17352,1.325052
612,3610,1.485335
612,606,0.992893
612,665,0.947260
612,603,1.060224
612,611,0.727588
612,3881,0.651237
612,591,1.061527
612,17289,0.787577
612,16306,0.813706
612,582,0.935083
613,19,1.103862
613,73,0.773999
613,588,1.076052
613,612,1.139064
613,681,0.801548
613,18123,1.426082
613,601,1.116406
613,16312,1.203648
613,582,0.878945
613,1525,0.509092
613,621,0.920080
613,595,0.551363
613,605,1.301911
613,606,1.494982
613,498,0.941143
613,3009,0.652645
613,1060,0.777360
613,2875,1.220466
613,17592,1.205037
613,6277,1.347500
613,7625,1.196857
613,1461,0.862600
613,17591,1.100872
613,5034,0.879862
613,3136,0.838539
613,17783,1.396682
613,8400,0.510928
613,16528,1.333557
613,17781,0.913435
613,5386,1.399601
613,2531,0.914752
613,564,1.345071
613,5972,1.086520
613,7563,0.943044
613,17594,1.478885
613,5145,1.269016
613,616,1.002023
613,17736,0.898488
613,17531,0.754794
613,17769,1.476613
613,4594,1.477386
613,17124,0.904520
613,15375,1.092344
613,7093,0.684936
613,22,0.847680
613,17341,0.946581
613,2969,1.133751
613,1239,1.150198
613,14366,1.327209
613,18080,0.851331
613,18316,1.213614
613,2333,1.181798
613,1298,0.561855
613,11847,0.742770
613,18317,1.221339
613,7123,0.655478
613,18318,0.587349
613,17128,0.817386
613,17898,0.654684
613,15249,0.528229
613,1670,1.209882
613,3651,0.614023
614,19,0.840420
614,531,1.372761
614,610,0.506022
614,619,0.989879
614,590,1.052899
614,714,1.221956
614,628,1.489143
614,585,1.400961
614,598,1.282640
614,1202,1.143898
614,1051,1.435979
614,1487,1.359510
614,3763,1.035828
614,3793,1.103764
614,4192,0.923986
614,15341,1.497691
614,17504,0.874058
614,22652,1.404481
614,28251,1.135097
614,34608,0.555387
614,89826,0.931402
615,19,1.206687
615,40761,0.645448
615,521391,0.628919
616,19,0.591717
616,613,1.245546
616,646,0.931883
616,832,0.910386
616,778,1.420456
616,1483,1.453037
616,2886,0.790741
616,2625,1.174450
616,2978,1.470873
616,2979,1.057202
616,3092,0.542771
616,5006,0.647064
616,5972,1.423744
616,6160,1.070235
616,7266,0.575278
616,8463,1.173785
616,11405,0.879657
616,13182,0.883664
616,14516,0.719348
616,17782,0.955318
616,20664,0.530420
616,22324,0.934849
616,28027,1.465220
616,29877,1.064006
616,29941,0.691946
616,30844,0.617734
616,39919,0.843683
616,48085,0.594535
616,74572,1.069519
616,135634,1.231182
616,135762,1.393440
616,135518,0.982988
616,165183,1.386515
616,235133,1.353053
616,341690,0.533623
616,358566,0.705304
617,19,0.577805
617,125,0.607075
617,100,0.915945
617,1259,1.233604
617,16358,1.274937
617,2831,0.682559
617,1033,0.839684
617,11993,0.562904
617,7175,1.165502
617,6994,0.621896
617,13813,0.937998
617,44,0.869897
617,1202,0.542837
617,12412,0.809053
617,15242,0.988724
617,15181,1.386946
617,6556,0.829773
617,15182,1.413995
617,1093,0.563112
617,15241,0.630162
617,15178,0.546994
617,16359,1.093417
617,15185,1.411061
617,3121,1.328878
617,15166,1.089342
617,13117,1.165750
617,15183,1.175720
617,15180,0.903132
617,15240,0.541704
617,2814,0.844234
617,11405,0.642057
617,2827,1.061075
617,16323,0.889798
617,16312,0.534960
617,2837,0.796238
617,15188,0.653879
617,160,0.879353
617,2633,1.334993
617,3149,1.381561
617,16317,0.581813
617,16319,0.819968
617,16310,0.634414
617,15187,1.323203
617,6993,1.149129
617,1097,1.081315
617,16357,0.823971
617,15184,0.531554
617,611,0.924494
617,1262,0.993459
617,11862,0.967141
617,15179,0.822049
617,6653,1.067705
617,1633,0.998851
617,15239,0.958960
617,16306,1.194549
617,8899,1.010830
617,15186,0.573076
617,5367,0.552384
617,596,0.584003
617,16315,0.873877
617,2356,1.343066
617,594,1.012389
617,274,0.980469
617,2782,0.679194
617,1632,1.105598
617,15570,1.296875
617,8377,0.957935
617,16292,0.679329
617,11992,0.884936
618,19,0.670472
618,681,0.833268
618,571,1.084763
618,13660,1.010805
618,14941,0.651132
618,15312,0.908133
618,22880,0.942435
618,23552,1.092515
618,29637,1.134337
618,43672,1.084635
618,44042,0.501728
618,118729,0.620880
618,233592,1.443247
619,19,1.494666
619,27,0.575785
619,29,1.408997
619,31,1.309612
619,43,1.023554
619,79,1.086096
619,83,0.533295
619,106,1.180476
619,515,1.227921
619,457,1.020117
619,16952,1.400095
619,13020,1.363179
619,35,0.959145
619,7835,0.644842
619,584,1.160818
619,17071,0.684916
619,9989,1.361297
619,16945,0.816091
619,590,0.889088
619,832,0.793941
619,594,1.348826
619,3138,1.300336
619,1214,0.709253
619,16957,0.877629
619,614,1.265208
619,17069,0.711552
619,1393,1.429035
619,672,0.522175
619,487,1.010009
619,15297,1.052220
619,1073,0.512468
619,16954,1.350637
619,46,1.023753
619,3132,0.774267
619,1351,0.564826
619,3131,1.126108
619,1033,0.745544
619,3127,1.112161
619,17208,0.782030
619,1650,0.564228
619,1519,0.840838
619,7569,0.861060
619,5367,1.347642
619,1140,1.113939
619,768,1.210572
619,17070,0.730412
619,4018,0.782301
619,16960,1.323497
619,17074,0.833274
619,462,1.436567
619,14628,0.577402
619,4538,1.496953
619,16950,1.161327
619,15426,1.030089
619,3478,0.707548
619,16964,1.069160
619,14009,1.342016
619,2283,0.812553
619,2958,0.820893
619,16948,0.795495
619,17068,1.263786
619,13809,0.585731
619,16720,1.333305
619,17210,0.891691
619,16969,1.336684
619,935,1.449752
619,6405,1.359411
619,16943,1.098794
619,17123,0.736943
619,4989,1.312888
619,925,0.992743
619,160,1.431850
619,583,1.170904
619,124,0.661332
619,2951,1.197113
619,14342,0.597667
619,4035,0.793993
619,926,0.767355
619,2918,1.054430
619,17209,1.136245
619,3428,0.988853
619,17207,0.921129
619,18189,0.893896
619,18190,1.140346
619,18191,1.176423
619,17922,1.357509
619,16917,1.218894
619,18239,0.955148
619,760,1.018983
619,564,0.598994
619,8108,1.431512
619,761,0.967145
619,6137,0.772672
619,18240,0.600932
619,18241,0.866612
619,15341,0.531360
619,2959,1.193564
619,18242,0.790580
619,105,0.879054
619,18243,1.059426
619,4548,1.202325
619,18244,0.604771
619,854,0.937346
619,815,1.111269
619,2994,0.946512
619,3004,0.717757
619,3145,1.233728
619,15299,0.676364
619,4821,0.988219
619,1289,0.789740
619,830,0.744557
619,715,1.431852
619,1087,1.321647
619,1627,1.359967
619,14931,0.573928
619,4322,1.454175
619,4489,0.586579
619,819,0.959140
619,572,0.793125
619,1633,0.709847
619,14625,1.342545
619,17988,0.882127
619,1628,0.806694
619,3745,0.513122
619,3773,0.699228
619,18405,1.270090
619,18406,1.147908
619,18407,0.586258
619,7285,0.874022
619,17704,1.039515
619,18408,1.005790
619,1097,0.635698
619,18409,0.876892
619,12359,1.104129
619,1487,0.570459
619,6758,1.243172
619,576,0.795524
619,18410,1.211001
619,9909,0.971712
619,4207,1.058568
619,2778,1.183544
619,695,1.239013
619,2889,0.689065
619,3125,1.011407
619,9036,1.272121
619,18438,1.428690
619,18440,1.144245
619,18442,0.833701
619,18444,0.789952
619,18445,0.780539
619,12413,1.388125
619,598,0.950314
619,2782,1.062607
619,5258,1.360311
619,797,1.192458
619,14534,1.298751
619,17106,0.663894
619,6831,1.339090
619,3807,0.535734
619,18451,0.751765
620,19,0.985840
620,800,1.136823
620,1438,0.620698
620,6204,1.216497
620,7257,1.194333
620,8399,1.472859
620,9250,0.635652
620,9261,0.985181
620,10190,0.746419
620,12042,1.131032
620,14274,0.585689
620,15242,0.501505
620,14956,0.827457
620,17377,1.382777
620,18005,0.755089
620,17997,0.727808
620,18806,1.494700
620,20510,1.148193
620,20970,1.456665
620,23289,0.594498
620,38555,0.530533
620,39887,0.770241
620,50981,1.474438
620,51235,0.578681
620,69027,0.899878
620,74670,1.204807
620,77113,0.838083
620,78240,0.530813
620,86410,1.269487
620,94880,1.319324
620,122746,0.551221
620,145692,1.342645
620,157892,0.686728
620,252562,0.916128
620,417408,1.239112
620,1150913,0.816124
621,19,0.921511
621,588,0.527900
621,613,1.028644
621,537,1.439895
621,601,1.442383
621,15000,1.213885
621,6278,0.882788
621,14207,1.423934
621,3145,0.577435
621,582,0.898814
621,17713,1.116559
621,18698,0.503625
621,625,1.259205
621,13483,1.387436
621,11405,1.250771
621,1814,0.797476
621,14997,0.874983
621,14903,1.099268
621,627,0.821836
621,17926,1.467408
621,18697,0.845405
621,498,0.883629
621,18315,1.371179
621,1253,1.204251
621,18850,1.345641
621,18314,1.153350
621,18854,1.200696
622,19,0.577807
622,5893,1.238710
622,12519,1.170215
622,13112,0.944747
622,13136,1.270533
622,14572,1.141545
622,14673,1.063672
622,15474,0.978322
622,16150,0.821558
622,18884,1.455305
622,22481,0.830679
622,22627,1.347831
622,23218,1.111875
622,24109,0.909593
622,24090,0.661742
622,24149,0.808310
622,31246,1.350657
622,37896,0.734758
622,40578,0.723328
622,46710,0.526306
622,60768,0.596444
622,69771,1.112567
622,135187,0.573938
622,135364,1.261933
622,157039,1.289953
622,246501,0.865115
